code,time_zone_id,country,region,latitude,longitude
AET,America/Anchorage,United States,Alaska,,
KWT,America/Anchorage,United States,Alaska,60.80425194,-161.44535
TAJ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KII,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AIN,America/Anchorage,United States,Alaska,,
AKG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AKI,America/Anchorage,United States,Alaska,60.90481194,-161.2270189
AWB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BAA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CLP,America/Anchorage,United States,Alaska,58.84230472,-158.5452331
KXR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CVB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PEC,America/Anchorage,United States,Alaska,57.95517222,-136.2362733
SKK,America/Anchorage,United States,Alaska,,
SGK,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
VAK,America/Nome,United States,Alaska,61.53363583,-165.5837322
ELI,America/Nome,United States,Alaska,64.61400972,-162.2700681
WRG,America/Anchorage,United States,Alaska,56.48432583,-132.3698242
YAK,America/Yakutat,United States,Alaska,59.50336056,-139.6602261
LMI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
LMY,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BKH,Pacific/Honolulu,United States,Hawaii,,
LUP,Pacific/Honolulu,United States,Hawaii,21.21104028,-156.9735972
TFM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
ENT,Pacific/Majuro,Marshall Islands,Pacific,,
UKU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MDY,Pacific/Midway,United States Minor Outlying Islands,Other International,,
JRF,Pacific/Honolulu,United States,Hawaii,21.30735389,-158.0703017
KOA,Pacific/Honolulu,United States,Hawaii,19.73876583,-156.0456314
TFI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TLO,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PGE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PGM,America/Anchorage,United States,Alaska,59.34825944,-151.8315389
OPU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PLE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PIZ,America/Anchorage,United States,Alaska,69.732875,-163.0053417
PPX,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
WPM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
VMU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KAI,America/Guyana,Guyana,South America,,
TNQ,Pacific/Kiritimati,Kiribati,Pacific,,
LZN,Asia/Taipei,"Taiwan, Province of China",Pacific,,
MZG,Asia/Taipei,"Taiwan, Province of China",Pacific,,
MUS,Asia/Tokyo,Japan,Pacific,,
RAA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
OLK,America/Asuncion,Paraguay,South America,,
PCJ,America/Asuncion,Paraguay,South America,,
AWK,Pacific/Wake,United States Minor Outlying Islands,Other International,,
BFA,America/Asuncion,Paraguay,South America,,
HCN,Asia/Taipei,"Taiwan, Province of China",Pacific,,
HUN,Asia/Taipei,"Taiwan, Province of China",Pacific,,
IWO,Asia/Tokyo,Japan,Pacific,,
PUA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PUI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
PWR,America/Anchorage,United States,Alaska,,
RDV,America/Anchorage,United States,Alaska,61.78764333,-157.3479344
RAW,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RAX,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RBP,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RGE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RHR,Asia/Dubai,United Arab Emirates,Middle East,,
RBJ,Asia/Tokyo,Japan,Pacific,,
KUM,Asia/Tokyo,Japan,Pacific,,
NGS,Asia/Tokyo,Japan,Pacific,,
OKE,Asia/Tokyo,Japan,Pacific,,
OKI,Asia/Tokyo,Japan,Pacific,,
AOJ,Asia/Tokyo,Japan,Pacific,,
ASJ,Asia/Tokyo,Japan,Pacific,36.29752583,-77.17085556
CHN,Asia/Seoul,"Korea, Republic of",Pacific,,
HAC,Asia/Tokyo,Japan,Pacific,,
KKX,Asia/Tokyo,Japan,Pacific,,
KAG,Asia/Seoul,"Korea, Republic of",Pacific,,
MMY,Asia/Tokyo,Japan,Pacific,,
MMD,Asia/Tokyo,Japan,Pacific,,
RSU,Asia/Seoul,"Korea, Republic of",Pacific,,
SHO,Africa/Mbabane,Eswatini,Africa,,
KTD,Asia/Tokyo,Japan,Pacific,,
AGJ,Asia/Tokyo,Japan,Pacific,,
RLP,Australia/Brisbane,Australia,Australia/New Zealand,,
CJU,Asia/Seoul,"Korea, Republic of",Pacific,,
HTR,Asia/Tokyo,Japan,Pacific,,
ICN,Asia/Seoul,"Korea, Republic of",Pacific,,
IEJ,Asia/Tokyo,Japan,Pacific,,
RMP,America/Anchorage,United States,Alaska,65.50786222,-150.1428047
SHI,Asia/Tokyo,Japan,Pacific,,
RKY,Australia/Brisbane,Australia,Australia/New Zealand,,
RNR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
USU,Asia/Manila,Philippines,Pacific,,
LPS,America/Los_Angeles,United States,Domestic,,
RRM,Africa/Maputo,Mozambique,Africa,,
RPV,Australia/Darwin,Australia,Australia/New Zealand,,
RUU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
RAF,America/Argentina/Cordoba,Argentina,South America,,
SAM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CVH,America/Argentina/Salta,Argentina,South America,,
FTE,America/Argentina/Rio_Gallegos,Argentina,South America,,
IGR,America/Argentina/Cordoba,Argentina,South America,,
LHS,America/Argentina/Rio_Gallegos,Argentina,South America,,
USH,America/Argentina/Ushuaia,Argentina,South America,,
MDQ,America/Argentina/Buenos_Aires,Argentina,South America,,
RGL,America/Argentina/Rio_Gallegos,Argentina,South America,,
AFL,America/Cuiaba,Brazil,South America,,
CDJ,America/Belem,Brazil,South America,,
CKS,America/Belem,Brazil,South America,,
MAO,America/Manaus,Brazil,South America,34.18116667,-79.33472222
CMG,America/Campo_Grande,Brazil,South America,,
JCR,America/Santarem,Brazil,South America,,
MAB,America/Belem,Brazil,South America,,
OYK,America/Belem,Brazil,South America,,
PMW,America/Araguaina,Brazil,South America,,
ARI,America/Santiago,Chile,South America,,
BBA,America/Santiago,Chile,South America,,
BVH,America/Porto_Velho,Brazil,South America,,
DPB,America/Santiago,Chile,South America,,
MHC,America/Santiago,Chile,South America,,
OIA,America/Belem,Brazil,South America,,
ATF,America/Guayaquil,Ecuador,South America,,
CNR,America/Santiago,Chile,South America,,
CPP,America/Santiago,Chile,South America,,
PUQ,America/Santiago,Chile,South America,,
SCL,America/Santiago,Chile,South America,,
PZS,America/Santiago,Chile,South America,,
SDI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
LVR,America/Cuiaba,Brazil,South America,,
PRE,America/Bogota,Colombia,South America,,
PSY,Atlantic/Stanley,Falkland Islands (Malvinas),South America,,
ACL,America/Bogota,Colombia,South America,,
AYI,America/Bogota,Colombia,South America,,
CFO,America/Cuiaba,Brazil,South America,,
PJC,America/Asuncion,Paraguay,South America,,
NPR,America/Santarem,Brazil,South America,,
ECO,America/Bogota,Colombia,South America,,
ESG,America/Asuncion,Paraguay,South America,,
PCC,America/Bogota,Colombia,South America,,
PTZ,America/Guayaquil,Ecuador,South America,,
SFU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SIZ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SQF,America/Bogota,Colombia,South America,,
JUA,America/Cuiaba,Brazil,South America,,
NBB,America/Bogota,Colombia,South America,,
MFB,America/Bogota,Colombia,South America,,
MHF,America/Bogota,Colombia,South America,,
PUU,America/Bogota,Colombia,South America,,
SOH,America/Bogota,Colombia,South America,,
ACD,America/Bogota,Colombia,South America,,
ACR,America/Bogota,Colombia,South America,,
ARF,America/Bogota,Colombia,South America,,
BHF,America/Bogota,Colombia,South America,,
CCO,America/Bogota,Colombia,South America,33.31208333,-84.77027778
CPB,America/Bogota,Colombia,South America,,
CQT,America/Bogota,Colombia,South America,,
CSR,America/Bogota,Colombia,South America,,
CUO,America/Bogota,Colombia,South America,,
ECR,America/Bogota,Colombia,South America,,
GPI,America/Bogota,Colombia,South America,,
HRR,America/Bogota,Colombia,South America,63.86620806,-148.9689842
NAR,America/Bogota,Colombia,South America,,
NCI,America/Bogota,Colombia,South America,,
ASC,America/La_Paz,"Bolivia, Plurinational State of",South America,,
AYG,America/Bogota,Colombia,South America,,
LPD,America/Bogota,Colombia,South America,,
MVP,America/Bogota,Colombia,South America,,
PCR,America/Bogota,Colombia,South America,,
PAL,America/Bogota,Colombia,South America,,
PZA,America/Bogota,Colombia,South America,,
MGD,America/La_Paz,"Bolivia, Plurinational State of",South America,,
OEM,America/Paramaribo,Suriname,South America,,
ABN,America/Paramaribo,Suriname,South America,,
BVK,America/La_Paz,"Bolivia, Plurinational State of",South America,65.98228611,-161.1519778
CCA,America/Chicago,United States,Domestic,,
CEP,America/La_Paz,"Bolivia, Plurinational State of",South America,,
SJB,America/La_Paz,"Bolivia, Plurinational State of",South America,,
DRJ,America/Paramaribo,Suriname,South America,,
RDC,America/Belem,Brazil,South America,,
PUR,America/La_Paz,"Bolivia, Plurinational State of",South America,,
SBL,America/La_Paz,"Bolivia, Plurinational State of",South America,,
SNM,America/La_Paz,"Bolivia, Plurinational State of",South America,,
SMH,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SMP,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MPY,America/Cayenne,French Guiana,South America,,
ALD,America/Lima,Peru,South America,,
GSI,Pacific/Guadalcanal,Solomon Islands,Pacific,,
GTA,Pacific/Guadalcanal,Solomon Islands,Pacific,,
ITI,America/Sao_Paulo,Brazil,South America,,
OBI,America/Santarem,Brazil,South America,,
SRV,America/Anchorage,United States,Alaska,61.789875,-156.5881861
KCB,America/Paramaribo,Suriname,South America,,
SQT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SRM,Australia/Brisbane,Australia,Australia/New Zealand,,
AAJ,America/Paramaribo,Suriname,South America,,
APU,America/Sao_Paulo,Brazil,South America,,
JAE,America/New_York,United States,Domestic,,
CAJ,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
SSS,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SUZ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
EOR,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
ICA,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
KAV,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
PPH,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
PBV,America/Cuiaba,Brazil,South America,56.57735278,-169.6637361
PBX,America/Cuiaba,Brazil,South America,,
JRN,America/Cuiaba,Brazil,South America,,
OPS,America/Cuiaba,Brazil,South America,,
URM,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
AIR,America/Cuiaba,Brazil,South America,,
CCX,America/Cuiaba,Brazil,South America,,
CQA,America/Cuiaba,Brazil,South America,40.48408333,-84.56011111
LCB,America/Cuiaba,Brazil,South America,,
CQS,America/Porto_Velho,Brazil,South America,,
SNV,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
SVS,America/Anchorage,United States,Alaska,66.00900528,-149.0959153
DMT,America/Cuiaba,Brazil,South America,,
FBA,America/Manaus,Brazil,South America,,
GRP,America/Araguaina,Brazil,South America,,
HUW,America/Manaus,Brazil,South America,,
IDO,America/Araguaina,Brazil,South America,,
JIA,America/Cuiaba,Brazil,South America,,
SWE,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SWG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SWR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
STZ,America/Cuiaba,Brazil,South America,,
NAI,America/Guyana,Guyana,South America,,
LUB,America/Guyana,Guyana,South America,,
LTM,America/Guyana,Guyana,South America,,
MYM,America/Guyana,Guyana,South America,,
KRM,America/Guyana,Guyana,South America,,
AHL,America/Guyana,Guyana,South America,,
AZL,America/Cuiaba,Brazil,South America,,
KKG,America/Guyana,Guyana,South America,,
MHA,America/Guyana,Guyana,South America,,
BGI,America/Barbados,Barbados,Other International,,
ORJ,America/Guyana,Guyana,South America,,
TDS,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TFB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BMJ,America/Guyana,Guyana,South America,,
KAR,America/Guyana,Guyana,South America,,
PRR,America/Guyana,Guyana,South America,,
KRG,America/Guyana,Guyana,South America,,
KTO,America/Guyana,Guyana,South America,,
TBA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
SKM,America/Guyana,Guyana,South America,,
SFG,America/Marigot,Saint Martin (French part),Caribbean,,
TBQ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
DCF,America/Dominica,Dominica,Caribbean,,
DOM,America/Dominica,Dominica,Caribbean,,
GFO,America/Guyana,Guyana,South America,,
TDB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
IMB,America/Guyana,Guyana,South America,,
SXP,America/Anchorage,United States,Alaska,62.52055556,-164.8477778
SYB,America/Anchorage,United States,Alaska,,
SYF,America/Vancouver,Canada,Canada,39.76104833,-101.7958414
TCT,America/Anchorage,United States,Alaska,62.99270417,-156.0681903
SXH,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
NGD,America/Tortola,"Virgin Islands, British",Caribbean,,
THW,Asia/Colombo,Sri Lanka,Pacific,,
TIG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TLP,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TLT,America/Anchorage,United States,Alaska,61.09676222,-160.9684167
ARE,America/Puerto_Rico,Puerto Rico,Caribbean,,
AUA,America/Aruba,Aruba,Mexico/Caribbean,,
AXA,America/Anguilla,Anguilla,Caribbean,43.07791056,-94.27199278
CRU,America/Grenada,Grenada,Caribbean,,
TKL,America/Anchorage,United States,Alaska,,
EIS,America/Tortola,"Virgin Islands, British",Caribbean,,
TNW,America/Guayaquil,Ecuador,South America,,
TOK,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TOV,America/Tortola,"Virgin Islands, British",Caribbean,,
TSG,America/Anchorage,United States,Alaska,,
TSI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TUT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MQJ,Asia/Srednekolymsk,Russian Federation,Europe,39.84348556,-85.89706389
UNI,America/St_Vincent,Saint Vincent and the Grenadines,Caribbean,39.21096222,-82.23142583
BDA,Atlantic/Bermuda,Bermuda,Caribbean,,
BQU,America/St_Vincent,Saint Vincent and the Grenadines,Caribbean,,
TZO,Indian/Antananarivo,Madagascar,Africa,,
CIW,America/St_Vincent,Saint Vincent and the Grenadines,Caribbean,,
CMJ,Asia/Taipei,"Taiwan, Province of China",Pacific,,
KVM,Asia/Anadyr,Russian Federation,Europe,,
AEM,Asia/Vladivostok,Russian Federation,Europe,,
BVV,Asia/Sakhalin,Russian Federation,Europe,,
EDN,America/Chicago,United States,Domestic,31.29972222,-85.89986111
UGB,America/Anchorage,United States,Alaska,,
SBT,Asia/Dushanbe,Tajikistan,Pacific,,
LHU,Africa/Windhoek,Namibia,Africa,,
KKQ,Asia/Yekaterinburg,Russian Federation,Europe,,
AAQ,Europe/Moscow,Russian Federation,Europe,,
BNH,America/New_York,United States,Domestic,,
USO,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
GMV,America/Denver,United States,Domestic,,
UUU,Pacific/Port_Moresby,Papua New Guinea,Pacific,41.53243972,-71.28154389
ULV,Europe/Samara,Russian Federation,Europe,,
UZM,America/Cambridge_Bay,Canada,Canada,,
SVV,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
KCT,Asia/Colombo,Sri Lanka,Pacific,,
ADP,Asia/Colombo,Sri Lanka,Pacific,,
BTC,Asia/Colombo,Sri Lanka,Pacific,,
DEP,Asia/Kolkata,India,Pacific,,
HRI,Asia/Colombo,Sri Lanka,Pacific,45.82822222,-119.2591667
IXH,Asia/Kolkata,India,Pacific,,
KTV,America/Caracas,"Venezuela, Bolivarian Republic of",South America,,
SPB,America/St_Thomas,"Virgin Islands, U.S.",Caribbean,45.77250444,-122.8623611
SSB,America/St_Thomas,"Virgin Islands, U.S.",Caribbean,,
VIV,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AGR,Asia/Kolkata,India,Pacific,,
AIP,Pacific/Majuro,Marshall Islands,Pacific,,
AOU,Asia/Vientiane,Lao People's Democratic Republic,Pacific,,
HOE,Asia/Vientiane,Lao People's Democratic Republic,Pacific,31.05591667,-82.77413889
LUA,Asia/Kathmandu,Nepal,Pacific,,
MFM,Asia/Macau,Macao,Pacific,,
KTM,Asia/Kathmandu,Nepal,Pacific,,
TPJ,Asia/Kathmandu,Nepal,Pacific,,
PPL,Asia/Kathmandu,Nepal,Pacific,,
RHP,Asia/Kathmandu,Nepal,Pacific,,
BHP,Asia/Kathmandu,Nepal,Pacific,,
BHR,Asia/Kathmandu,Nepal,Pacific,,
BJH,Asia/Kathmandu,Nepal,Pacific,,
BJU,Asia/Kathmandu,Nepal,Pacific,,
DNP,Asia/Kathmandu,Nepal,Pacific,,
DOP,Asia/Kathmandu,Nepal,Pacific,,
JIR,Asia/Kathmandu,Nepal,Pacific,,
TMI,Asia/Kathmandu,Nepal,Pacific,,
BKK,Asia/Bangkok,Thailand,Pacific,,
CBD,Asia/Kolkata,India,Pacific,,
GKK,Indian/Maldives,Maldives,Pacific,,
NYU,Asia/Rangoon,Myanmar,Pacific,,
GWA,Asia/Rangoon,Myanmar,Pacific,,
HEH,Asia/Rangoon,Myanmar,Pacific,,
HKT,Asia/Bangkok,Thailand,Pacific,,
KOP,Asia/Bangkok,Thailand,Pacific,,
KET,Asia/Rangoon,Myanmar,Pacific,,
KYP,Asia/Rangoon,Myanmar,Pacific,,
LSH,Asia/Rangoon,Myanmar,Pacific,,
KAW,Asia/Rangoon,Myanmar,Pacific,,
AKY,Asia/Rangoon,Myanmar,Pacific,,
BUI,Asia/Jayapura,Indonesia,Pacific,,
MDL,Asia/Rangoon,Myanmar,Pacific,,
FBS,America/Los_Angeles,United States,Domestic,,
KOX,Asia/Jayapura,Indonesia,Pacific,,
ILA,Asia/Jayapura,Indonesia,Pacific,,
MGK,Asia/Rangoon,Myanmar,Pacific,,
NBX,Asia/Jayapura,Indonesia,Pacific,,
PRU,Asia/Rangoon,Myanmar,Pacific,,
PAU,Asia/Rangoon,Myanmar,Pacific,,
RCE,America/Los_Angeles,United States,Domestic,,
RSJ,America/Los_Angeles,United States,Domestic,,
WAD,Indian/Antananarivo,Madagascar,Africa,,
WAB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MDP,Asia/Jayapura,Indonesia,Pacific,,
LII,Asia/Jayapura,Indonesia,Pacific,,
UBR,Asia/Jayapura,Indonesia,Pacific,,
MKQ,Asia/Jayapura,Indonesia,Pacific,,
KEI,Asia/Jayapura,Indonesia,Pacific,,
KWB,Asia/Jakarta,Indonesia,Pacific,,
BEJ,Asia/Makassar,Indonesia,Pacific,,
BJK,Asia/Jayapura,Indonesia,Pacific,,
BYQ,Asia/Makassar,Indonesia,Pacific,,
MAL,Asia/Jayapura,Indonesia,Pacific,44.85365722,-74.32894972
LUV,Asia/Jayapura,Indonesia,Pacific,,
DOB,Asia/Jayapura,Indonesia,Pacific,,
DTD,Asia/Makassar,Indonesia,Pacific,,
GLX,Asia/Jayapura,Indonesia,Pacific,,
OKL,Asia/Jayapura,Indonesia,Pacific,,
LSU,Asia/Kuching,Malaysia,Pacific,,
KDI,Asia/Makassar,Indonesia,Pacific,,
MKM,Asia/Kuching,Malaysia,Pacific,,
KPI,Asia/Kuching,Malaysia,Pacific,,
LDU,Asia/Kuching,Malaysia,Pacific,,
KGU,Asia/Kuching,Malaysia,Pacific,,
LBU,Asia/Kuching,Malaysia,Pacific,,
KSR,America/Anchorage,United States,Alaska,,
BBN,Asia/Kuching,Malaysia,Pacific,,
BKM,Asia/Kuching,Malaysia,Pacific,,
BSE,Asia/Kuching,Malaysia,Pacific,,
BUW,Asia/Makassar,Indonesia,Pacific,,
BXB,Asia/Jayapura,Indonesia,Pacific,,
MUR,Asia/Kuching,Malaysia,Pacific,,
LGL,Asia/Kuching,Malaysia,Pacific,,
MZV,Asia/Kuching,Malaysia,Pacific,,
PAY,Asia/Kuching,Malaysia,Pacific,,
RNU,Asia/Kuching,Malaysia,Pacific,,
WBB,America/Anchorage,United States,Alaska,63.51591972,-162.2827394
WBC,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BTH,Asia/Jakarta,Indonesia,Pacific,,
MWK,Asia/Jakarta,Indonesia,Pacific,36.459735,-80.55295722
LMU,Asia/Jakarta,Indonesia,Pacific,,
GNS,Asia/Jakarta,Indonesia,Pacific,,
PKU,Asia/Jakarta,Indonesia,Pacific,,
WGU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
WED,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MPB,America/New_York,United States,Domestic,,
QPG,Asia/Singapore,Singapore,Pacific,,
PKG,Asia/Kuala_Lumpur,Malaysia,Pacific,,
ABU,Asia/Makassar,Indonesia,Pacific,,
AUT,Asia/Dili,Timor-Leste,Pacific,,
RDN,Asia/Kuala_Lumpur,Malaysia,Pacific,,
DTR,America/Los_Angeles,United States,Domestic,,
XSP,Asia/Singapore,Singapore,Pacific,,
UGI,America/Anchorage,United States,Alaska,,
XBB,America/Vancouver,Canada,Canada,,
AAB,Australia/Brisbane,Australia,Australia/New Zealand,,
BKP,Australia/Brisbane,Australia,Australia/New Zealand,,
ABG,Australia/Brisbane,Australia,Australia/New Zealand,,
ABH,Australia/Brisbane,Australia,Australia/New Zealand,,
ADO,Australia/Adelaide,Australia,Australia/New Zealand,,
BKQ,Australia/Brisbane,Australia,Australia/New Zealand,,
BQW,Australia/Perth,Australia,Australia/New Zealand,,
AMT,Australia/Adelaide,Australia,Australia/New Zealand,38.85148778,-83.56627778
AMX,Australia/Darwin,Australia,Australia/New Zealand,,
ASP,Australia/Darwin,Australia,Australia/New Zealand,,
BRK,Australia/Sydney,Australia,Australia/New Zealand,,
AUD,Australia/Brisbane,Australia,Australia/New Zealand,,
AUU,Australia/Brisbane,Australia,Australia/New Zealand,,
MRP,Australia/Adelaide,Australia,Australia/New Zealand,,
YAJ,America/Vancouver,Canada,Canada,,
BXF,Australia/Perth,Australia,Australia/New Zealand,,
BZP,Australia/Brisbane,Australia,Australia/New Zealand,,
CTL,Australia/Brisbane,Australia,Australia/New Zealand,,
GYL,Australia/Perth,Australia,Australia/New Zealand,,
YAQ,America/Vancouver,Canada,Canada,,
YBH,America/Vancouver,Canada,Canada,,
YBJ,America/Montreal,Canada,Canada,,
AVG,Australia/Darwin,Australia,Australia/New Zealand,,
AWN,Australia/Adelaide,Australia,Australia/New Zealand,,
AWP,Australia/Darwin,Australia,Australia/New Zealand,,
AXC,Australia/Brisbane,Australia,Australia/New Zealand,,
AXL,Australia/Darwin,Australia,Australia/New Zealand,,
AYL,Australia/Darwin,Australia,Australia/New Zealand,,
AYQ,Australia/Darwin,Australia,Australia/New Zealand,,
BCI,Australia/Brisbane,Australia,Australia/New Zealand,,
BDD,Australia/Brisbane,Australia,Australia/New Zealand,,
BEE,Australia/Perth,Australia,Australia/New Zealand,,
BEU,Australia/Brisbane,Australia,Australia/New Zealand,,
BFC,Australia/Brisbane,Australia,Australia/New Zealand,,
BIW,Australia/Perth,Australia,Australia/New Zealand,,
CMA,Australia/Brisbane,Australia,Australia/New Zealand,34.21375472,-119.0943264
BIP,Australia/Brisbane,Australia,Australia/New Zealand,,
BME,Australia/Perth,Australia,Australia/New Zealand,,
BMP,Australia/Brisbane,Australia,Australia/New Zealand,,
BOX,Australia/Darwin,Australia,Australia/New Zealand,,
PPP,Australia/Brisbane,Australia,Australia/New Zealand,,
NIF,Australia/Perth,Australia,Australia/New Zealand,,
ODL,Australia/Adelaide,Australia,Australia/New Zealand,,
DCN,Australia/Perth,Australia,Australia/New Zealand,,
YBQ,America/Vancouver,Canada,Canada,,
YCF,America/Vancouver,Canada,Canada,,
LLG,Australia/Brisbane,Australia,Australia/New Zealand,,
BRT,Australia/Darwin,Australia,Australia/New Zealand,,
BTD,Australia/Darwin,Australia,Australia/New Zealand,,
BVW,Australia/Brisbane,Australia,Australia/New Zealand,,
BVZ,Australia/Perth,Australia,Australia/New Zealand,,
BWB,Australia/Perth,Australia,Australia/New Zealand,,
BYP,Australia/Perth,Australia,Australia/New Zealand,,
BZD,Australia/Sydney,Australia,Australia/New Zealand,,
CBI,Australia/Hobart,Australia,Australia/New Zealand,,
CBX,Australia/Sydney,Australia,Australia/New Zealand,,
CBY,Australia/Brisbane,Australia,Australia/New Zealand,,
CCL,Australia/Brisbane,Australia,Australia/New Zealand,,
CED,Australia/Adelaide,Australia,Australia/New Zealand,,
CFH,Australia/Adelaide,Australia,Australia/New Zealand,,
CFI,Australia/Darwin,Australia,Australia/New Zealand,,
CKI,Australia/Darwin,Australia,Australia/New Zealand,33.71722222,-79.85697222
CML,Australia/Brisbane,Australia,Australia/New Zealand,,
CMQ,Australia/Brisbane,Australia,Australia/New Zealand,,
CNC,Australia/Brisbane,Australia,Australia/New Zealand,41.01962389,-93.35968028
CNJ,Australia/Brisbane,Australia,Australia/New Zealand,,
CPD,Australia/Adelaide,Australia,Australia/New Zealand,,
CRB,Australia/Sydney,Australia,Australia/New Zealand,,
NLF,Australia/Brisbane,Australia,Australia/New Zealand,,
KCE,Australia/Brisbane,Australia,Australia/New Zealand,,
CCW,Australia/Adelaide,Australia,Australia/New Zealand,,
CDA,Australia/Darwin,Australia,Australia/New Zealand,,
CDQ,Australia/Brisbane,Australia,Australia/New Zealand,,
CFP,Australia/Brisbane,Australia,Australia/New Zealand,,
CJF,Australia/Perth,Australia,Australia/New Zealand,,
COY,Australia/Perth,Australia,Australia/New Zealand,,
CUG,Australia/Sydney,Australia,Australia/New Zealand,,
CUQ,Australia/Brisbane,Australia,Australia/New Zealand,,
CUY,Australia/Perth,Australia,Australia/New Zealand,,
CWR,Australia/Adelaide,Australia,Australia/New Zealand,,
CXQ,Australia/Perth,Australia,Australia/New Zealand,,
CYG,Australia/Melbourne,Australia,Australia/New Zealand,,
DDN,Australia/Brisbane,Australia,Australia/New Zealand,,
DFP,Australia/Brisbane,Australia,Australia/New Zealand,,
DGD,Australia/Perth,Australia,Australia/New Zealand,,
DHD,Australia/Brisbane,Australia,Australia/New Zealand,,
DKI,Australia/Brisbane,Australia,Australia/New Zealand,,
DKV,Australia/Darwin,Australia,Australia/New Zealand,,
DLK,Australia/Adelaide,Australia,Australia/New Zealand,,
DMD,Australia/Brisbane,Australia,Australia/New Zealand,,
DNB,Australia/Brisbane,Australia,Australia/New Zealand,,
DNG,Australia/Perth,Australia,Australia/New Zealand,,
DOX,Australia/Perth,Australia,Australia/New Zealand,,
DPO,Australia/Hobart,Australia,Australia/New Zealand,,
DRB,Australia/Perth,Australia,Australia/New Zealand,,
DRD,Australia/Brisbane,Australia,Australia/New Zealand,,
DRN,Australia/Brisbane,Australia,Australia/New Zealand,,
DRR,Australia/Brisbane,Australia,Australia/New Zealand,,
KFE,Australia/Perth,Australia,Australia/New Zealand,,
FOS,Australia/Perth,Australia,Australia/New Zealand,,
FVL,Australia/Perth,Australia,Australia/New Zealand,,
FVR,Australia/Perth,Australia,Australia/New Zealand,,
